,Disease,Symptom_1,Symptom_2,Symptom_3
4072,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4073,Jaundice,itching, vomiting, fatigue
4074,Malaria, chills, vomiting, high_fever
4075,Chicken pox,itching, skin_rash, fatigue
4076,Dengue, skin_rash, chills, joint_pain
4077,Typhoid, chills, vomiting, fatigue
4078,hepatitis A, joint_pain, vomiting, yellowish_skin
4079,Hepatitis B,itching, fatigue, lethargy
4080,Hepatitis C, fatigue, yellowish_skin, nausea
4081,Hepatitis D, joint_pain, vomiting, fatigue
4082,Hepatitis E, joint_pain, vomiting, fatigue
4083,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4084,Tuberculosis, chills, vomiting, fatigue
4085,Common Cold, continuous_sneezing, chills, fatigue
4086,Pneumonia, chills, fatigue, cough
4087,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4088,Heart attack, vomiting, breathlessness, sweating
4089,Varicose veins, fatigue, cramps, bruising
4090,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4091,Hyperthyroidism, fatigue, mood_swings, weight_loss
4092,Hypoglycemia, vomiting, fatigue, anxiety
4093,Osteoarthristis, joint_pain, neck_pain, knee_pain
4094,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4095,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4096,Acne, skin_rash, pus_filled_pimples, blackheads
4097,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4098,Psoriasis, skin_rash, joint_pain, skin_peeling
4099,Impetigo, skin_rash, high_fever, blister
4100,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4101,Allergy, continuous_sneezing, shivering, chills
4102,GERD, stomach_pain, acidity, ulcers_on_tongue
4103,Chronic cholestasis,itching, vomiting, yellowish_skin
4104,Drug Reaction,itching, skin_rash, stomach_pain
4105,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4106,AIDS, muscle_wasting, patches_in_throat, high_fever
4107,Diabetes , fatigue, weight_loss, restlessness
4108,Gastroenteritis, vomiting, sunken_eyes, dehydration
4109,Bronchial Asthma, fatigue, cough, high_fever
4110,Hypertension , headache, chest_pain, dizziness
4111,Migraine, acidity, indigestion, headache
4112,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
4113,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4114,Jaundice,itching, vomiting, fatigue
4115,Malaria, chills, vomiting, high_fever
4116,Chicken pox,itching, skin_rash, fatigue
4117,Dengue, skin_rash, chills, joint_pain
4118,Typhoid, chills, vomiting, fatigue
4119,hepatitis A, joint_pain, vomiting, yellowish_skin
4120,Hepatitis B,itching, fatigue, lethargy
4121,Hepatitis C, fatigue, yellowish_skin, nausea
4122,Hepatitis D, joint_pain, vomiting, fatigue
4123,Hepatitis E, joint_pain, vomiting, fatigue
4124,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4125,Tuberculosis, chills, vomiting, fatigue
4126,Common Cold, continuous_sneezing, chills, fatigue
4127,Pneumonia, chills, fatigue, cough
4128,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4129,Heart attack, vomiting, breathlessness, sweating
4130,Varicose veins, fatigue, cramps, bruising
4131,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4132,Hyperthyroidism, fatigue, mood_swings, weight_loss
4133,Hypoglycemia, vomiting, fatigue, anxiety
4134,Osteoarthristis, joint_pain, neck_pain, knee_pain
4135,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4136,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4137,Acne, skin_rash, pus_filled_pimples, blackheads
4138,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4139,Psoriasis, skin_rash, joint_pain, skin_peeling
4140,Impetigo, skin_rash, high_fever, blister
4141,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4142,Allergy, continuous_sneezing, shivering, chills
4143,GERD, stomach_pain, acidity, ulcers_on_tongue
4144,Chronic cholestasis,itching, vomiting, yellowish_skin
4145,Drug Reaction,itching, skin_rash, stomach_pain
4146,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4147,AIDS, muscle_wasting, patches_in_throat, high_fever
4148,Diabetes , fatigue, weight_loss, restlessness
4149,Gastroenteritis, vomiting, sunken_eyes, dehydration
4150,Bronchial Asthma, fatigue, cough, high_fever
4151,Hypertension , headache, chest_pain, dizziness
4152,Migraine, acidity, indigestion, headache
4153,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
4154,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4155,Jaundice,itching, vomiting, fatigue
4156,Malaria, chills, vomiting, high_fever
4157,Chicken pox,itching, skin_rash, fatigue
4158,Dengue, skin_rash, chills, joint_pain
4159,Typhoid, chills, vomiting, fatigue
4160,hepatitis A, joint_pain, vomiting, yellowish_skin
4161,Hepatitis B,itching, fatigue, lethargy
4162,Hepatitis C, fatigue, yellowish_skin, nausea
4163,Hepatitis D, joint_pain, vomiting, fatigue
4164,Hepatitis E, joint_pain, vomiting, fatigue
4165,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4166,Tuberculosis, chills, vomiting, fatigue
4167,Common Cold, continuous_sneezing, chills, fatigue
4168,Pneumonia, chills, fatigue, cough
4169,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4170,Heart attack, vomiting, breathlessness, sweating
4171,Varicose veins, fatigue, cramps, bruising
4172,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4173,Hyperthyroidism, fatigue, mood_swings, weight_loss
4174,Hypoglycemia, vomiting, fatigue, anxiety
4175,Osteoarthristis, joint_pain, neck_pain, knee_pain
4176,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4177,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4178,Acne, skin_rash, pus_filled_pimples, blackheads
4179,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4180,Psoriasis, skin_rash, joint_pain, skin_peeling
4181,Impetigo, skin_rash, high_fever, blister
4182,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4183,Allergy, continuous_sneezing, shivering, chills
4184,GERD, stomach_pain, acidity, ulcers_on_tongue
4185,Chronic cholestasis,itching, vomiting, yellowish_skin
4186,Drug Reaction,itching, skin_rash, stomach_pain
4187,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4188,AIDS, muscle_wasting, patches_in_throat, high_fever
4189,Diabetes , fatigue, weight_loss, restlessness
4190,Gastroenteritis, vomiting, sunken_eyes, dehydration
4191,Bronchial Asthma, fatigue, cough, high_fever
4192,Hypertension , headache, chest_pain, dizziness
4193,Migraine, acidity, indigestion, headache
4194,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
4195,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4196,Jaundice,itching, vomiting, fatigue
4197,Malaria, chills, vomiting, high_fever
4198,Chicken pox,itching, skin_rash, fatigue
4199,Dengue, skin_rash, chills, joint_pain
4200,Typhoid, chills, vomiting, fatigue
4201,hepatitis A, joint_pain, vomiting, yellowish_skin
4202,Hepatitis B,itching, fatigue, lethargy
4203,Hepatitis C, fatigue, yellowish_skin, nausea
4204,Hepatitis D, joint_pain, vomiting, fatigue
4205,Hepatitis E, joint_pain, vomiting, fatigue
4206,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4207,Tuberculosis, chills, vomiting, fatigue
4208,Common Cold, continuous_sneezing, chills, fatigue
4209,Pneumonia, chills, fatigue, cough
4210,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4211,Heart attack, vomiting, breathlessness, sweating
4212,Varicose veins, fatigue, cramps, bruising
4213,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4214,Hyperthyroidism, fatigue, mood_swings, weight_loss
4215,Hypoglycemia, vomiting, fatigue, anxiety
4216,Osteoarthristis, joint_pain, neck_pain, knee_pain
4217,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4218,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4219,Acne, skin_rash, pus_filled_pimples, blackheads
4220,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4221,Psoriasis, skin_rash, joint_pain, skin_peeling
4222,Impetigo, skin_rash, high_fever, blister
4223,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4224,Allergy, continuous_sneezing, shivering, chills
4225,GERD, stomach_pain, acidity, ulcers_on_tongue
4226,Chronic cholestasis,itching, vomiting, yellowish_skin
4227,Drug Reaction,itching, skin_rash, stomach_pain
4228,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4229,AIDS, muscle_wasting, patches_in_throat, high_fever
4230,Diabetes , fatigue, weight_loss, restlessness
4231,Gastroenteritis, vomiting, sunken_eyes, dehydration
4232,Bronchial Asthma, fatigue, cough, high_fever
4233,Hypertension , headache, chest_pain, dizziness
4234,Migraine, acidity, indigestion, headache
4235,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
4236,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4237,Jaundice,itching, vomiting, fatigue
4238,Malaria, chills, vomiting, high_fever
4239,Chicken pox,itching, skin_rash, fatigue
4240,Dengue, skin_rash, chills, joint_pain
4241,Typhoid, chills, vomiting, fatigue
4242,hepatitis A, joint_pain, vomiting, yellowish_skin
4243,Hepatitis B,itching, fatigue, lethargy
4244,Hepatitis C, fatigue, yellowish_skin, nausea
4245,Hepatitis D, joint_pain, vomiting, fatigue
4246,Hepatitis E, joint_pain, vomiting, fatigue
4247,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4248,Tuberculosis, chills, vomiting, fatigue
4249,Common Cold, continuous_sneezing, chills, fatigue
4250,Pneumonia, chills, fatigue, cough
4251,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4252,Heart attack, vomiting, breathlessness, sweating
4253,Varicose veins, fatigue, cramps, bruising
4254,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4255,Hyperthyroidism, fatigue, mood_swings, weight_loss
4256,Hypoglycemia, vomiting, fatigue, anxiety
4257,Osteoarthristis, joint_pain, neck_pain, knee_pain
4258,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4259,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4260,Acne, skin_rash, pus_filled_pimples, blackheads
4261,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4262,Psoriasis, skin_rash, joint_pain, skin_peeling
4263,Impetigo, skin_rash, high_fever, blister
4264,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4265,Allergy, continuous_sneezing, shivering, chills
4266,GERD, stomach_pain, acidity, ulcers_on_tongue
4267,Chronic cholestasis,itching, vomiting, yellowish_skin
4268,Drug Reaction,itching, skin_rash, stomach_pain
4269,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4270,AIDS, muscle_wasting, patches_in_throat, high_fever
4271,Diabetes , fatigue, weight_loss, restlessness
4272,Gastroenteritis, vomiting, sunken_eyes, dehydration
4273,Bronchial Asthma, fatigue, cough, high_fever
4274,Hypertension , headache, chest_pain, dizziness
4275,Migraine, acidity, indigestion, headache
4276,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
4277,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4278,Jaundice,itching, vomiting, fatigue
4279,Malaria, chills, vomiting, high_fever
4280,Chicken pox,itching, skin_rash, fatigue
4281,Dengue, skin_rash, chills, joint_pain
4282,Typhoid, chills, vomiting, fatigue
4283,hepatitis A, joint_pain, vomiting, yellowish_skin
4284,Hepatitis B,itching, fatigue, lethargy
4285,Hepatitis C, fatigue, yellowish_skin, nausea
4286,Hepatitis D, joint_pain, vomiting, fatigue
4287,Hepatitis E, joint_pain, vomiting, fatigue
4288,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4289,Tuberculosis, chills, vomiting, fatigue
4290,Common Cold, continuous_sneezing, chills, fatigue
4291,Pneumonia, chills, fatigue, cough
4292,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4293,Heart attack, vomiting, breathlessness, sweating
4294,Varicose veins, fatigue, cramps, bruising
4295,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4296,Hyperthyroidism, fatigue, mood_swings, weight_loss
4297,Hypoglycemia, vomiting, fatigue, anxiety
4298,Osteoarthristis, joint_pain, neck_pain, knee_pain
4299,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4300,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4301,Acne, skin_rash, pus_filled_pimples, blackheads
4302,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4303,Psoriasis, skin_rash, joint_pain, skin_peeling
4304,Impetigo, skin_rash, high_fever, blister
4305,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4306,Allergy, continuous_sneezing, shivering, chills
4307,GERD, stomach_pain, acidity, ulcers_on_tongue
4308,Chronic cholestasis,itching, vomiting, yellowish_skin
4309,Drug Reaction,itching, skin_rash, stomach_pain
4310,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4311,AIDS, muscle_wasting, patches_in_throat, high_fever
4312,Diabetes , fatigue, weight_loss, restlessness
4313,Gastroenteritis, vomiting, sunken_eyes, dehydration
4314,Bronchial Asthma, fatigue, cough, high_fever
4315,Hypertension , headache, chest_pain, dizziness
4316,Migraine, acidity, indigestion, headache
4317,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
4318,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4319,Jaundice,itching, vomiting, fatigue
4320,Malaria, chills, vomiting, high_fever
4321,Chicken pox,itching, skin_rash, fatigue
4322,Dengue, skin_rash, chills, joint_pain
4323,Typhoid, chills, vomiting, fatigue
4324,hepatitis A, joint_pain, vomiting, yellowish_skin
4325,Hepatitis B,itching, fatigue, lethargy
4326,Hepatitis C, fatigue, yellowish_skin, nausea
4327,Hepatitis D, joint_pain, vomiting, fatigue
4328,Hepatitis E, joint_pain, vomiting, fatigue
4329,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4330,Tuberculosis, chills, vomiting, fatigue
4331,Common Cold, continuous_sneezing, chills, fatigue
4332,Pneumonia, chills, fatigue, cough
4333,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4334,Heart attack, vomiting, breathlessness, sweating
4335,Varicose veins, fatigue, cramps, bruising
4336,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4337,Hyperthyroidism, fatigue, mood_swings, weight_loss
4338,Hypoglycemia, vomiting, fatigue, anxiety
4339,Osteoarthristis, joint_pain, neck_pain, knee_pain
4340,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4341,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4342,Acne, skin_rash, pus_filled_pimples, blackheads
4343,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4344,Psoriasis, skin_rash, joint_pain, skin_peeling
4345,Impetigo, skin_rash, high_fever, blister
4346,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4347,Allergy, continuous_sneezing, shivering, chills
4348,GERD, stomach_pain, acidity, ulcers_on_tongue
4349,Chronic cholestasis,itching, vomiting, yellowish_skin
4350,Drug Reaction,itching, skin_rash, stomach_pain
4351,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
4352,AIDS, muscle_wasting, patches_in_throat, high_fever
4353,Diabetes , fatigue, weight_loss, restlessness
4354,Gastroenteritis, vomiting, sunken_eyes, dehydration
4355,Bronchial Asthma, fatigue, cough, high_fever
4356,Hypertension , headache, chest_pain, dizziness
4357,Migraine, acidity, indigestion, headache
4358,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
4359,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
4360,Jaundice,itching, vomiting, fatigue
4361,Malaria, chills, vomiting, high_fever
4362,Chicken pox,itching, skin_rash, fatigue
4363,Dengue, skin_rash, chills, joint_pain
4364,Typhoid, chills, vomiting, fatigue
4365,hepatitis A, joint_pain, vomiting, yellowish_skin
4366,Hepatitis B,itching, fatigue, lethargy
4367,Hepatitis C, fatigue, yellowish_skin, nausea
4368,Hepatitis D, joint_pain, vomiting, fatigue
4369,Hepatitis E, joint_pain, vomiting, fatigue
4370,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
4371,Tuberculosis, chills, vomiting, fatigue
4372,Common Cold, continuous_sneezing, chills, fatigue
4373,Pneumonia, chills, fatigue, cough
4374,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
4375,Heart attack, vomiting, breathlessness, sweating
4376,Varicose veins, fatigue, cramps, bruising
4377,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
4378,Hyperthyroidism, fatigue, mood_swings, weight_loss
4379,Hypoglycemia, vomiting, fatigue, anxiety
4380,Osteoarthristis, joint_pain, neck_pain, knee_pain
4381,Arthritis, muscle_weakness, stiff_neck, swelling_joints
4382,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
4383,Acne, skin_rash, pus_filled_pimples, blackheads
4384,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
4385,Psoriasis, skin_rash, joint_pain, skin_peeling
4386,Impetigo, skin_rash, high_fever, blister
4387,Fungal infection,itching, skin_rash, nodal_skin_eruptions
4388,Allergy, continuous_sneezing, shivering, chills
4389,GERD, stomach_pain, acidity, ulcers_on_tongue
4390,Chronic cholestasis,itching, vomiting, yellowish_skin
4391,Drug Reaction,itching, skin_rash, stomach_pain
